price,rating,cpu_model,generation,perform_tier,ram_storage_in_GB,ram_type,ssd_hdd,cpu_cores,threads,yrs_warranty,op_sys,brand,model_name,gaming_laptop,Gpu,ppi
110199,69.0,Ultra Core Ultra 7,2,Mid,16,LPDDR5X,512,8,8,1,Windows 11 OS,Samsung,Galaxy,0,Other Intel,141.21199462911522
152990,52.0,Apple M4,0,Low,24,Not_avail,512,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.22107288022627
64990,62.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
117990,79.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,16,16,1,Windows 11 OS,Asus,Zenbook,0,Other Intel,242.5880862528841
15990,42.0,Intel Celeron,0,unknown,8,DDR4,256,0,2,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,135.0942067499465
33599,51.0,Other AMD,7,Low,16,LPDDR4X,512,4,8,1,Windows 11 OS,Acer,Aspire,0,Other Intel,139.42450275248007
36989,60.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon,141.21199462911522
27100,48.0,Other AMD,7,Low,8,DDR4,512,4,8,1,Windows 11 OS,HP,Others,0,AMD Radeon Graphics,100.45466740469969
58990,62.0,AMD Ryzen 5,6,Mid,16,DDR5,512,6,12,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 3050,137.68169813014364
69990,53.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Dell,Inspiron,0,Intel Graphics,141.50971698084905
155990,54.0,Apple M4,0,Low,16,Not_avail,512,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,253.93034607354062
49990,57.0,Intel Core i5,13,Low,16,LPDDR4X,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated Iris Xe,242.5880862528841
97390,70.0,Intel Core i7,14,Mid,16,DDR5,512,16,24,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
79990,54.0,AMD Ryzen 7,7,High,16,LPDDR4X,1000,8,16,1,Windows 11 OS,Acer,Aspire,0,AMD Radeon Graphics,139.42450275248007
76199,60.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
52990,60.0,Intel Core i5,13,Mid,8,DDR4,512,8,12,1,Windows 11 OS,Acer,Aspire,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
55990,62.0,AMD Ryzen 5,8,Mid,16,LPDDR5,512,6,12,1,Windows 11 OS,HP,Pavilion,0,AMD Radeon AMD,141.50971698084905
239990,75.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,12,14,3,Windows 11 OS,Lenovo,Yoga,0,Other Intel,255.35587660414356
79990,65.0,Intel Core Ultra 9,1,High,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Others,Others,0,Other Intel,141.21199462911522
62490,64.0,AMD Ryzen 5,7,Low,12,DDR5,512,4,8,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
65990,59.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,161.72539083525606
64990,65.0,Intel Core i5,12,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
89990,73.0,AMD Ryzen 7,8,High,16,DDR5,512,8,16,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
104990,81.0,Ultra Core Ultra 7,1,Mid,32,DDR5,1000,16,22,2,Windows 11 OS,Msi,Prestige,0,6 GB NVIDIA GeForce RTX 3050,161.72539083525606
116991,70.0,Intel Core i7,13,Mid,16,DDR5,1000,14,0,1,Windows 11 OS,Asus,Rog,1,8 GB NVIDIA GeForce RTX 4060,141.50971698084905
139990,79.0,Intel Core i7,14,High,16,DDR5,1000,20,28,1,Windows 11 OS,Lenovo,Loq,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
53900,62.0,Intel Core i5,12,Mid,16,DDR4,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,Intel Iris Xe Graphics,141.50971698084905
81490,70.0,AMD Ryzen 7,7,High,16,DDR5,512,8,16,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
124990,75.0,Intel Core i7,14,High,16,DDR5,1000,20,28,1,Windows 11 OS,Acer,Predator,1,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
54890,66.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Thinkbook,0,AMD Radeon AMD,141.21199462911522
65990,70.0,Intel Core i5,12,Mid,16,DDR4,512,12,16,1,Windows 11 OS,Asus,Vivobook,0,4 GB NVIDIA GeForce RTX 3050,141.50971698084905
52900,55.0,Intel Core i5,1,Low,16,LPDDR4X,512,10,12,1,Windows 11 OS,Samsung,Galaxy,0,Intel Graphics,141.21199462911522
78999,66.0,Intel Core i7,12,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated,141.21199462911522
35390,57.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated,100.45466740469969
77900,73.0,AMD Ryzen 7,7,High,16,DDR5,1000,8,16,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,136.8265290613118
154794,80.0,Intel Core i7,13,High,16,DDR5,1000,14,20,1,Windows 11 OS,Dell,Others,0,Other Nvidia,261.2487018839732
66484,70.0,AMD Ryzen 7,6,High,16,DDR5,1000,8,16,1,Windows 11 OS,HP,Others,0,Other Nvidia,141.21199462911522
43219,59.0,Intel Core i5,10,Low,8,DDR4,512,4,8,1,Windows 10 OS,Others,Others,0,Intel UHD Graphics,157.3505121487356
76990,56.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,512,8,8,1,Windows 11 OS,Dell,Others,0,Other Intel,141.50971698084905
47990,52.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Acer,Others,0,Intel Integrated Iris Xe,157.3505121487356
91990,64.0,AMD Ryzen 7,7,Mid,1000,Not_avail,6,0,0,0,Other OS,Asus,Tuf,1,Other Gpu,0.0
69990,56.0,AMD Ryzen 7,7,Mid,16,DDR5,512,6,12,1,Windows 11 OS,HP,Victus,1,Other Nvidia,141.21199462911522
41901,56.0,Intel Core i3,13,unknown,16,DDR4,512,5,6,1,Windows 11 OS,Acer,Others,0,Other Intel,157.3505121487356
78576,61.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Acer,Others,0,Other Intel,157.3505121487356
79990,71.0,Intel Core i5,14,Mid,16,DDR5,512,10,16,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,136.8265290613118
38490,51.0,Intel Core i3,13,Low,8,LPDDR5,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,141.21199462911522
69999,57.0,Ultra Core Ultra 5,1,Low,16,LPDDR5,1000,12,14,1,Windows 11 OS,HP,Pavilion,0,Other Intel,141.50971698084905
159990,80.0,AMD Ryzen 9,8,High,16,DDR5,1000,16,32,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
79990,64.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 3050,141.50971698084905
35999,53.0,Intel Core i3,13,Low,12,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
60990,62.0,Ultra Core Ultra 5,1,Low,16,DDR5,1000,14,18,1,Windows 11 OS,Acer,Others,0,Other Intel,161.72539083525606
123990,74.0,Intel Core i7,14,Mid,16,DDR5,512,16,24,2,Windows 11 OS,Msi,Katana,1,Other Nvidia,141.21199462911522
189990,81.0,Intel Core i9,14,High,16,DDR5,1000,24,32,2,Windows 11 OS,Msi,Katana,1,Other Nvidia,169.78090691573894
147990,82.0,Ultra Core Ultra 7,2,Mid,16,DDR5,1000,20,20,2,Windows 11 OS,Msi,Others,1,Other Nvidia,188.67962264113208
95990,73.0,Intel Core i5,14,Mid,16,DDR5,512,10,16,2,Windows 11 OS,Msi,Katana,1,Other Nvidia,141.21199462911522
129990,78.0,Intel Core i7,14,Mid,24,DDR5,1000,16,24,1,Windows 11 OS,HP,Omen,1,Other Nvidia,141.50971698084905
15490,,Other brand,0,unknown,128,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
69990,54.0,AMD Ryzen AI,3,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Vivobook,0,Other Amd,141.50971698084905
62990,60.0,AMD Ryzen 7,8,High,16,DDR5,512,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,145.13816771331844
64990,57.0,Intel Core i7,13,Mid,16,DDR4,1000,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.21199462911522
119990,69.0,Intel Core i7,2,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Others,0,Other Nvidia,141.50971698084905
36000,54.0,Intel Core i3,13,unknown,16,DDR4,512,5,6,1,Windows 11 OS,Acer,15,0,Intel UHD Graphics,141.21199462911522
69990,63.0,AMD Ryzen 7,8,High,24,DDR5,1000,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,145.13816771331844
55990,57.0,Intel Core i7,12,Mid,16,LPDDR5,512,10,16,1,Windows 11 OS,Acer,Others,0,Intel UHD Graphics,141.21199462911522
154990,80.0,Intel Core i7,14,Mid,16,DDR5,1000,16,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
142990,71.0,AMD Ryzen 9,8,High,16,DDR5,1000,16,32,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,141.50971698084905
65490,55.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,14,18,1,Windows 11 OS,HP,Others,0,Intel Integrated,141.21199462911522
88990,68.0,Ultra Core Ultra 7,2,Mid,16,DDR5,512,16,16,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
75990,64.0,Ultra Core Ultra 5,2,Low,16,DDR5,512,14,14,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
67990,59.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
57990,56.0,Intel Core i5,13,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Asus,Vivobook,0,Intel UHD Graphics,141.50971698084905
13990,34.0,Intel Celeron,0,unknown,4,LPDDR4X,64,0,2,1,Chrome OS,Lenovo,Chromebook,0,Intel UHD Graphics,135.0942067499465
47990,60.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated Iris Xe,141.21199462911522
39190,61.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon,141.21199462911522
78990,52.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,1000,14,18,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
84990,64.0,Intel Core i5,2,Low,16,DDR4,512,8,12,1,Windows 11 OS,Asus,Tuf,0,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
179990,65.0,AMD Ryzen 9,2,High,16,LPDDR5X,1000,8,16,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,242.5880862528841
229990,91.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,1,Windows 11 OS,Asus,Rog,1,Other Nvidia,188.67962264113208
169990,81.0,AMD Ryzen 9,8,High,16,DDR5,1000,16,0,1,Windows 11 OS,Asus,Tuf,0,Other Nvidia,188.67962264113208
64900,56.0,Intel Core i7,13,Mid,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
45990,60.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
47989,56.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel Graphics,141.21199462911522
54990,59.0,Intel Core i5,12,Mid,12,DDR5,512,8,12,1,Windows 11 OS,Lenovo,Loq,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
36990,59.0,AMD Ryzen 5,5,Mid,16,DDR4,1000,6,12,1,Windows 11 OS,Acer,Others,0,AMD Graphics,141.21199462911522
42990,59.0,AMD Ryzen 5,7,Mid,16,DDR4,1000,6,12,1,Windows 11 OS,Acer,Aspire,0,AMD Radeon AMD,141.21199462911522
53999,52.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated,141.21199462911522
59500,52.0,Intel Core i5,13,Low,32,Not_avail,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD Graphics,141.21199462911522
55990,46.0,Intel Core i5,13,Low,16,Not_avail,1000,10,12,1,Other Windows OS,HP,Others,0,Intel UHD Graphics,157.3505121487356
67990,68.0,AMD Ryzen 7,7,High,32,Not_avail,1000,8,16,1,Windows 11 OS,Acer,Others,0,AMD Radeon Graphics,157.3505121487356
48890,51.0,Intel Core i5,13,Low,12,Not_avail,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
49690,52.0,Intel Core i7,12,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Lenovo,Others,0,Intel Integrated UHD,157.3505121487356
37990,61.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Acer,Aspire,0,AMD Graphics,141.21199462911522
58990,57.0,Intel Core i5,13,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Asus,Expertbook,0,Intel Integrated UHD,161.72539083525606
98990,62.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated UHD,161.72539083525606
62990,61.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated UHD,161.72539083525606
86990,68.0,Ultra Core Ultra 5,2,Low,32,LPDDR5X,1000,8,8,1,Windows 11 OS,Asus,Expertbook,0,Other Intel,215.6338544470081
66990,64.0,Intel Core i7,13,Mid,32,DDR5,512,10,16,1,Windows 11 OS,Asus,Expertbook,0,Intel Integrated UHD,157.3505121487356
129990,74.0,Intel Core i7,13,High,16,DDR5,1000,16,24,1,Windows 11 OS,HP,Omen,1,8 GB NVIDIA GeForce RTX 4070,136.8265290613118
62990,59.0,Intel Core i7,2,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Others,Others,0,Intel Integrated,245.66444677275396
9999,,Other brand,0,unknown,64,Not_avail,0,0,0,0,Other OS,Lenovo,Others,0,Other Gpu,0.0
67990,68.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
56990,51.0,Intel Core i5,13,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,147.98401591293293
99990,66.0,Intel Core Ultra 9,1,High,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Ideapad,1,Other Intel,242.5880862528841
94990,74.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
65989,66.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
79490,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
129990,50.0,Apple M4,0,Low,24,Not_avail,512,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.50560202046395
114990,46.0,Apple M4,0,Low,16,Not_avail,256,10,0,1,Mac OS,Apple,Macbook,0,Other Gpu,224.22107288022627
23490,46.0,Other AMD,3,Low,8,DDR4,512,0,4,1,DOS OS,HP,Others,0,AMD Radeon Graphics,100.45466740469969
64990,64.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,HP,Pavilion,0,Intel Graphics,215.6338544470081
48880,52.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
35989,48.0,Intel Core i3,13,Low,16,Not_avail,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
64490,61.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
47990,64.0,AMD Ryzen 5,7,Mid,8,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Thinkpad,0,AMD Radeon Graphics,161.72539083525606
52999,55.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
77490,62.0,Intel Core i5,2,Low,16,DDR5,512,8,12,1,Windows 11 OS,Asus,Others,0,6 GB NVIDIA GeForce RTX 4050,141.50971698084905
68990,64.0,Ultra Core Ultra 5,2,Low,16,DDR5,512,14,14,1,Windows 11 OS,Asus,Vivobook,0,Intel Graphics,141.50971698084905
98990,72.0,Ultra Core Ultra 5,2,Low,16,LPDDR5X,1000,14,14,1,Windows 11 OS,Asus,Zenbook,0,Other Intel,242.5880862528841
72890,64.0,Intel Core i9,13,High,16,DDR4,512,14,20,1,Windows 11 OS,Asus,Vivobook,0,Other Intel,141.50971698084905
104990,65.0,Intel Core i7,13,Mid,16,Not_avail,1000,10,16,1,Windows 11 OS,Asus,Tuf,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
45990,57.0,Intel Core i5,12,Mid,16,DDR4,1000,8,12,1,Windows 11 OS,Acer,15,0,Intel UHD Graphics,141.21199462911522
70990,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
55777,51.0,Intel Core i5,13,Mid,16,DDR5,512,10,12,1,Windows 11 OS,Dell,Others,0,Intel Graphics,157.3505121487356
119990,79.0,Intel Core i7,14,Mid,16,DDR5,1000,16,24,1,Windows 11 OS,HP,Victus,1,8 GB NVIDIA GeForce RTX 4060,136.8265290613118
78500,64.0,Intel Core i7,13,Mid,16,DDR4,1000,10,16,1,Windows 11 OS,Acer,15,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
29990,48.0,Intel Core i3,13,unknown,16,DDR4,512,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
265990,64.0,Apple M4,0,Low,48,Not_avail,512,14,0,1,Mac OS,Apple,Macbook,0,Other Gpu,254.02333658264544
183990,57.0,Apple M4,0,Low,24,Not_avail,512,12,0,1,Mac OS,Apple,Macbook,0,Other Gpu,253.93034607354062
33990,54.0,Intel Core i3,13,unknown,16,DDR4,512,5,6,1,Windows 11 OS,Acer,Aspire,1,Intel UHD Graphics,141.21199462911522
27990,46.0,Intel Core i3,13,unknown,8,DDR4,512,5,6,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
75990,62.0,Intel Core i9,13,High,16,LPDDR5,512,14,20,1,Windows 11 OS,Asus,Vivobook,0,Intel Iris Xe Graphics,141.21199462911522
122990,69.0,Intel Core i7,13,Mid,24,DDR5,512,14,0,1,Windows 11 OS,Lenovo,Legion,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
43999,63.0,Intel Core i5,12,Low,16,DDR4,512,10,12,1,Windows 11 OS,Lenovo,V15,0,Other Intel,141.21199462911522
68990,63.0,Intel Core i7,13,Mid,16,DDR4,512,10,16,1,Windows 11 OS,Acer,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
74790,54.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
29990,53.0,Intel Core i3,12,Low,16,DDR4,512,6,8,1,Windows 11 OS,Acer,Aspire,0,Intel Integrated UHD,157.3505121487356
67990,66.0,Intel Core i7,12,Mid,16,DDR4,512,10,16,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
39990,52.0,Intel Core i7,12,Mid,16,LPDDR4X,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD,141.50971698084905
81990,65.0,Intel Core i9,13,High,16,LPDDR5,512,14,20,1,Windows 11 OS,Asus,Vivobook,0,Intel Iris Xe Graphics,211.81799194367284
27999,54.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,V15,0,Other Amd,141.21199462911522
24890,51.0,Intel Core i3,12,Low,8,LPDDR4,512,6,8,1,Windows 11 OS,Others,Others,0,Intel Integrated,141.21199462911522
64990,68.0,AMD Ryzen 5,7,Mid,16,DDR5,512,6,12,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
35490,56.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
27353,47.0,Intel Core i5,12,Low,8,Not_avail,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD,156.23454684280486
70990,57.0,Ultra Core Ultra 5,1,Low,16,DDR5,512,14,18,1,Windows 11 OS,HP,Others,0,Intel Arc Graphics,157.3505121487356
31190,55.0,Intel Core i5,12,Low,16,LPDDR4,512,10,12,1,Windows 11 OS,Others,Others,0,Intel Integrated Iris Xe,141.21199462911522
12890,38.0,Intel Celeron,0,unknown,4,LPDDR4,128,0,2,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD,111.14133386075711
85234,68.0,Intel Core i7,13,Mid,16,DDR5,512,10,16,2,Windows 11 OS,Others,Others,0,8 GB NVIDIA GeForce RTX 4060,141.50971698084905
28891,52.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,157.3505121487356
63990,70.0,AMD Ryzen 7,7,Mid,16,DDR5,512,8,16,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
88990,74.0,AMD Ryzen 7,8,High,16,DDR5,1000,8,16,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
82500,62.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,HP,Pavilion,0,Intel Graphics,215.6338544470081
103500,71.0,Intel Core i7,13,Mid,24,DDR5,512,14,0,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
149990,75.0,AMD Ryzen 9,8,High,16,LPDDR5X,1000,8,16,1,Windows 11 OS,Asus,Rog,1,8 GB NVIDIA GeForce RTX 4060,242.5880862528841
60990,61.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
44990,56.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,Dell,Others,0,Intel Integrated UHD,141.21199462911522
74990,70.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,2,Windows 11 OS,Msi,Thin,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
73980,60.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
140990,77.0,Ultra Core Ultra 7,1,Mid,16,DDR5,1000,16,22,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4060,161.72539083525606
94990,74.0,Intel Core i9,13,High,32,LPDDR5X,1000,14,20,1,Windows 11 OS,Others,Others,1,8 GB NVIDIA GeForce RTX 4060,141.50971698084905
70990,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Lenovo,Loq,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
34990,53.0,Intel Core i3,13,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
80990,64.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Acer,Swift,0,Other Intel,242.5880862528841
60990,52.0,Ultra Core Ultra 5,1,Low,16,LPDDR5,512,12,14,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated,141.50971698084905
118990,74.0,Intel Core i7,13,Mid,16,DDR5,1000,14,0,1,Windows 11 OS,Dell,Others,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
69490,63.0,Intel Core i5,13,Mid,16,DDR4,1000,12,16,3,Windows 11 OS,Msi,Others,0,Intel Integrated Iris Xe,161.72539083525606
54990,63.0,Intel Core i7,12,High,16,DDR4,512,14,20,1,Windows 11 OS,Asus,Vivobook,0,Intel Iris Xe Graphics,141.50971698084905
68990,70.0,AMD Ryzen 7,7,High,16,DDR5,512,8,16,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
47390,64.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Thinkbook,0,AMD Radeon Graphics,141.50971698084905
64990,56.0,Ultra Core Ultra 5,1,Low,16,DDR4,512,14,18,1,Windows 11 OS,HP,Others,0,Intel Integrated,141.21199462911522
219990,87.0,Intel Core i9,14,High,32,DDR5,1000,24,32,1,Windows 11 OS,Acer,Predator,1,Other Nvidia,188.67962264113208
98990,61.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Lenovo,Yoga,0,Other Intel,161.72539083525606
26990,54.0,Other AMD,5,Low,8,DDR4,512,4,8,1,Windows 11 OS,Acer,Aspire,0,AMD Graphics,141.21199462911522
79990,70.0,Intel Core i7,12,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Others,Others,1,8 GB NVIDIA GeForce RTX 4060,188.28265950548695
189990,88.0,Intel Core i7,14,High,32,DDR5,1000,20,28,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
93999,65.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,242.5880862528841
160900,83.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,HP,Others,0,6 GB NVIDIA GeForce RTX 4050,212.2645754712736
38999,59.0,Intel Core i3,13,Low,8,DDR5,512,6,8,1,Windows 11 OS,Lenovo,Thinkbook,0,Intel UHD Graphics,157.3505121487356
92490,69.0,Intel Core i7,13,Mid,16,DDR5,1000,14,0,1,Windows 11 OS,Dell,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
